,accuracy,classifier_name,fit_time,dataset_name
0,0.4533333333333333,KNN-3,0.06000161170959473,dataset1
1,0.45151515151515154,KNN-3,0.05700278282165527,dataset2
2,0.4690909090909091,KNN-3,0.0609593391418457,dataset3
3,0.4684848484848485,KNN-3,0.0660548210144043,dataset4
4,0.46,KNN-3,0.05895733833312988,dataset5
5,0.46545454545454545,KNN-3,0.062048912048339844,dataset6
6,0.4618181818181818,KNN-3,0.057991743087768555,dataset7
7,0.476969696969697,KNN-3,0.05600261688232422,dataset8
8,0.4678787878787879,KNN-3,0.057988643646240234,dataset9
9,0.45636363636363636,KNN-3,0.057009220123291016,dataset10
0,0.4533333333333333,KNN-3,0.05698275566101074,dataset11
1,0.45151515151515154,KNN-3,0.05396604537963867,dataset12
2,0.4690909090909091,KNN-3,0.05605316162109375,dataset13
3,0.4684848484848485,KNN-3,0.0559999942779541,dataset14
4,0.46,KNN-3,0.05399656295776367,dataset15
5,0.46545454545454545,KNN-3,0.056986331939697266,dataset16
6,0.4618181818181818,KNN-3,0.0579984188079834,dataset17
7,0.476969696969697,KNN-3,0.05699944496154785,dataset18
8,0.4678787878787879,KNN-3,0.05499434471130371,dataset19
9,0.45636363636363636,KNN-3,0.05500078201293945,dataset20
0,0.4533333333333333,KNN-3,0.055017709732055664,dataset21
1,0.45151515151515154,KNN-3,0.05203390121459961,dataset22
2,0.4690909090909091,KNN-3,0.0520017147064209,dataset23
3,0.4684848484848485,KNN-3,0.05301237106323242,dataset24
4,0.46,KNN-3,0.05399775505065918,dataset25
5,0.46545454545454545,KNN-3,0.05301642417907715,dataset26
6,0.4618181818181818,KNN-3,0.05298256874084473,dataset27
7,0.476969696969697,KNN-3,0.0530085563659668,dataset28
8,0.4678787878787879,KNN-3,0.05200624465942383,dataset29
9,0.45636363636363636,KNN-3,0.05298566818237305,dataset30
0,0.4533333333333333,KNN-3,0.05304908752441406,dataset31
1,0.45151515151515154,KNN-3,0.05200052261352539,dataset32
2,0.4690909090909091,KNN-3,0.051000118255615234,dataset33
3,0.4684848484848485,KNN-3,0.05112338066101074,dataset34
4,0.46,KNN-3,0.05299568176269531,dataset35
5,0.46545454545454545,KNN-3,0.055585622787475586,dataset36
6,0.4618181818181818,KNN-3,0.05202054977416992,dataset37
7,0.476969696969697,KNN-3,0.05204057693481445,dataset38
8,0.4678787878787879,KNN-3,0.05299687385559082,dataset39
9,0.45636363636363636,KNN-3,0.053574562072753906,dataset40
0,0.4533333333333333,KNN-3,0.052988529205322266,dataset41
1,0.45151515151515154,KNN-3,0.05104374885559082,dataset42
2,0.4690909090909091,KNN-3,0.05202317237854004,dataset43
3,0.4684848484848485,KNN-3,0.0529484748840332,dataset44
4,0.46,KNN-3,0.0575716495513916,dataset45
5,0.46545454545454545,KNN-3,0.053081512451171875,dataset46
6,0.4618181818181818,KNN-3,0.052059173583984375,dataset47
7,0.476969696969697,KNN-3,0.05295753479003906,dataset48
8,0.4678787878787879,KNN-3,0.05298495292663574,dataset49
9,0.45636363636363636,KNN-3,0.054639339447021484,dataset50
0,0.4581818181818182,W-KNN-3,0.014748811721801758,dataset1
1,0.4581818181818182,W-KNN-3,0.015660524368286133,dataset2
2,0.4727272727272727,W-KNN-3,0.015695810317993164,dataset3
3,0.4727272727272727,W-KNN-3,0.015590429306030273,dataset4
4,0.45575757575757575,W-KNN-3,0.01466822624206543,dataset5
5,0.4696969696969697,W-KNN-3,0.015094280242919922,dataset6
6,0.46060606060606063,W-KNN-3,0.01511383056640625,dataset7
7,0.47333333333333333,W-KNN-3,0.015092611312866211,dataset8
8,0.4703030303030303,W-KNN-3,0.015093088150024414,dataset9
9,0.46060606060606063,W-KNN-3,0.016713619232177734,dataset10
0,0.4581818181818182,W-KNN-3,0.015599727630615234,dataset11
1,0.4581818181818182,W-KNN-3,0.015628814697265625,dataset12
2,0.4727272727272727,W-KNN-3,0.014669418334960938,dataset13
3,0.4727272727272727,W-KNN-3,0.014046430587768555,dataset14
4,0.45575757575757575,W-KNN-3,0.015618085861206055,dataset15
5,0.4696969696969697,W-KNN-3,0.015677452087402344,dataset16
6,0.46060606060606063,W-KNN-3,0.014674901962280273,dataset17
7,0.47333333333333333,W-KNN-3,0.01600027084350586,dataset18
8,0.4703030303030303,W-KNN-3,0.01530766487121582,dataset19
9,0.46060606060606063,W-KNN-3,0.014630556106567383,dataset20
0,0.4581818181818182,W-KNN-3,0.015698909759521484,dataset21
1,0.4581818181818182,W-KNN-3,0.01465296745300293,dataset22
2,0.4727272727272727,W-KNN-3,0.014649629592895508,dataset23
3,0.4727272727272727,W-KNN-3,0.014679670333862305,dataset24
4,0.45575757575757575,W-KNN-3,0.013619422912597656,dataset25
5,0.4696969696969697,W-KNN-3,0.014665842056274414,dataset26
6,0.46060606060606063,W-KNN-3,0.015686750411987305,dataset27
7,0.47333333333333333,W-KNN-3,0.015653371810913086,dataset28
8,0.4703030303030303,W-KNN-3,0.015093088150024414,dataset29
9,0.46060606060606063,W-KNN-3,0.015057086944580078,dataset30
0,0.4581818181818182,W-KNN-3,0.015617847442626953,dataset31
1,0.4581818181818182,W-KNN-3,0.01564502716064453,dataset32
2,0.4727272727272727,W-KNN-3,0.01408529281616211,dataset33
3,0.4727272727272727,W-KNN-3,0.01509237289428711,dataset34
4,0.45575757575757575,W-KNN-3,0.016698837280273438,dataset35
5,0.4696969696969697,W-KNN-3,0.016717910766601562,dataset36
6,0.46060606060606063,W-KNN-3,0.01561427116394043,dataset37
7,0.47333333333333333,W-KNN-3,0.014662027359008789,dataset38
