,accuracy,classifier_name,fit_time,dataset_name
4,0.94,KNN-7,0.005939483642578125,dataset25
5,0.98,KNN-7,0.005995035171508789,dataset26
6,0.98,KNN-7,0.00599980354309082,dataset27
7,0.98,KNN-7,0.006000041961669922,dataset28
8,1.0,KNN-7,0.00600123405456543,dataset29
9,0.98,KNN-7,0.00594782829284668,dataset30
0,0.98,KNN-7,0.007045745849609375,dataset31
1,1.0,KNN-7,0.0059549808502197266,dataset32
2,0.92,KNN-7,0.0060498714447021484,dataset33
3,0.98,KNN-7,0.0070323944091796875,dataset34
4,0.94,KNN-7,0.0069658756256103516,dataset35
5,0.98,KNN-7,0.007037162780761719,dataset36
6,0.98,KNN-7,0.006964445114135742,dataset37
7,0.98,KNN-7,0.006003856658935547,dataset38
8,1.0,KNN-7,0.006030559539794922,dataset39
9,0.98,KNN-7,0.006967306137084961,dataset40
0,0.98,KNN-7,0.006007671356201172,dataset41
1,1.0,KNN-7,0.006996870040893555,dataset42
2,0.92,KNN-7,0.007999658584594727,dataset43
3,0.98,KNN-7,0.010033607482910156,dataset44
4,0.94,KNN-7,0.00800013542175293,dataset45
5,0.98,KNN-7,0.007002353668212891,dataset46
6,0.98,KNN-7,0.005995988845825195,dataset47
7,0.98,KNN-7,0.005997657775878906,dataset48
8,1.0,KNN-7,0.0060007572174072266,dataset49
9,0.98,KNN-7,0.006006002426147461,dataset50
0,0.98,KNN-9,0.005994319915771484,dataset1
1,1.0,KNN-9,0.006002187728881836,dataset2
2,0.92,KNN-9,0.0069959163665771484,dataset3
3,0.94,KNN-9,0.005997419357299805,dataset4
4,0.94,KNN-9,0.006008148193359375,dataset5
5,0.98,KNN-9,0.0059986114501953125,dataset6
6,0.96,KNN-9,0.0060040950775146484,dataset7
7,0.98,KNN-9,0.0059967041015625,dataset8
8,1.0,KNN-9,0.006002187728881836,dataset9
9,0.94,KNN-9,0.004999399185180664,dataset10
0,0.98,KNN-9,0.008999347686767578,dataset11
1,1.0,KNN-9,0.005962848663330078,dataset12
2,0.92,KNN-9,0.007030487060546875,dataset13
3,0.94,KNN-9,0.006003379821777344,dataset14
4,0.94,KNN-9,0.006997346878051758,dataset15
5,0.98,KNN-9,0.006005048751831055,dataset16
6,0.96,KNN-9,0.0069959163665771484,dataset17
7,0.98,KNN-9,0.006005764007568359,dataset18
8,1.0,KNN-9,0.0059967041015625,dataset19
9,0.94,KNN-9,0.0059964656829833984,dataset20
0,0.98,KNN-9,0.006000518798828125,dataset21
1,1.0,KNN-9,0.006959676742553711,dataset22
2,0.92,KNN-9,0.006000041961669922,dataset23
3,0.94,KNN-9,0.00603795051574707,dataset24
4,0.94,KNN-9,0.006034374237060547,dataset25
5,0.98,KNN-9,0.006003141403198242,dataset26
6,0.96,KNN-9,0.0059626102447509766,dataset27
7,0.98,KNN-9,0.0059986114501953125,dataset28
8,1.0,KNN-9,0.005959033966064453,dataset29
9,0.94,KNN-9,0.007001161575317383,dataset30
0,0.98,KNN-9,0.005999565124511719,dataset31
1,1.0,KNN-9,0.005999565124511719,dataset32
2,0.92,KNN-9,0.006000518798828125,dataset33
3,0.94,KNN-9,0.00599980354309082,dataset34
4,0.94,KNN-9,0.0060002803802490234,dataset35
5,0.98,KNN-9,0.005000114440917969,dataset36
6,0.96,KNN-9,0.006000995635986328,dataset37
7,0.98,KNN-9,0.005997419357299805,dataset38
8,1.0,KNN-9,0.0060007572174072266,dataset39
9,0.94,KNN-9,0.006999492645263672,dataset40
0,0.98,KNN-9,0.0059986114501953125,dataset41
1,1.0,KNN-9,0.006001949310302734,dataset42
2,0.92,KNN-9,0.005999565124511719,dataset43
3,0.94,KNN-9,0.004998207092285156,dataset44
4,0.94,KNN-9,0.00600123405456543,dataset45
5,0.98,KNN-9,0.004999637603759766,dataset46
6,0.96,KNN-9,0.004998922348022461,dataset47
7,0.98,KNN-9,0.0060002803802490234,dataset48
8,1.0,KNN-9,0.0060002803802490234,dataset49
9,0.94,KNN-9,0.008003711700439453,dataset50
0,1.0,KNN-15,0.009002208709716797,dataset1
1,1.0,KNN-15,0.005999088287353516,dataset2
2,0.88,KNN-15,0.006001472473144531,dataset3
3,0.94,KNN-15,0.006050586700439453,dataset4
4,0.94,KNN-15,0.00499725341796875,dataset5
5,0.96,KNN-15,0.006006002426147461,dataset6
6,0.96,KNN-15,0.006997108459472656,dataset7
7,0.98,KNN-15,0.006006002426147461,dataset8
8,1.0,KNN-15,0.0059435367584228516,dataset9
9,0.94,KNN-15,0.0060577392578125,dataset10
0,1.0,KNN-15,0.005945682525634766,dataset11
1,1.0,KNN-15,0.006049633026123047,dataset12
2,0.88,KNN-15,0.005003690719604492,dataset13
3,0.94,KNN-15,0.005950212478637695,dataset14
4,0.94,KNN-15,0.0050048828125,dataset15
5,0.96,KNN-15,0.005005598068237305,dataset16
6,0.96,KNN-15,0.006942272186279297,dataset17
7,0.98,KNN-15,0.004998922348022461,dataset18
8,1.0,KNN-15,0.00599980354309082,dataset19
9,0.94,KNN-15,0.0060007572174072266,dataset20
0,1.0,KNN-15,0.004998445510864258,dataset21
1,1.0,KNN-15,0.008001089096069336,dataset22
2,0.88,KNN-15,0.004998922348022461,dataset23
3,0.94,KNN-15,0.007000923156738281,dataset24
4,0.94,KNN-15,0.00599980354309082,dataset25
5,0.96,KNN-15,0.004999876022338867,dataset26
6,0.96,KNN-15,0.005999088287353516,dataset27
7,0.98,KNN-15,0.006000518798828125,dataset28
8,1.0,KNN-15,0.005000591278076172,dataset29
9,0.94,KNN-15,0.005999565124511719,dataset30
0,1.0,KNN-15,0.0060002803802490234,dataset31
1,1.0,KNN-15,0.005998849868774414,dataset32
2,0.88,KNN-15,0.0060002803802490234,dataset33
3,0.94,KNN-15,0.0060007572174072266,dataset34
4,0.94,KNN-15,0.005999565124511719,dataset35
5,0.96,KNN-15,0.005000591278076172,dataset36
6,0.96,KNN-15,0.004998683929443359,dataset37
7,0.98,KNN-15,0.00700068473815918,dataset38
8,1.0,KNN-15,0.006000518798828125,dataset39
9,0.94,KNN-15,0.0060002803802490234,dataset40
0,1.0,KNN-15,0.004999876022338867,dataset41
1,1.0,KNN-15,0.004998445510864258,dataset42
2,0.88,KNN-15,0.0049970149993896484,dataset43
3,0.94,KNN-15,0.005999326705932617,dataset44
4,0.94,KNN-15,0.006005048751831055,dataset45
5,0.96,KNN-15,0.005995035171508789,dataset46
6,0.96,KNN-15,0.006000041961669922,dataset47
7,0.98,KNN-15,0.00599980354309082,dataset48
8,1.0,KNN-15,0.0060002803802490234,dataset49
9,0.94,KNN-15,0.00600123405456543,dataset50
0,0.98,DecisionTree,0.006049633026123047,dataset1
1,0.98,DecisionTree,0.002950429916381836,dataset2
2,0.9,DecisionTree,0.003036022186279297,dataset3
3,0.94,DecisionTree,0.0039653778076171875,dataset4
4,0.9,DecisionTree,0.0029997825622558594,dataset5
5,0.96,DecisionTree,0.0029981136322021484,dataset6
6,0.92,DecisionTree,0.0029973983764648438,dataset7
7,0.88,DecisionTree,0.003999233245849609,dataset8
8,0.98,DecisionTree,0.003007650375366211,dataset9
9,0.9,DecisionTree,0.00299835205078125,dataset10
0,0.98,DecisionTree,0.0029993057250976562,dataset11
1,0.98,DecisionTree,0.004004716873168945,dataset12
2,0.9,DecisionTree,0.004000186920166016,dataset13
3,0.9,DecisionTree,0.002997875213623047,dataset14
4,0.92,DecisionTree,0.0029969215393066406,dataset15
5,0.96,DecisionTree,0.005001544952392578,dataset16
6,0.92,DecisionTree,0.002994537353515625,dataset17
7,0.94,DecisionTree,0.0030028820037841797,dataset18
8,0.98,DecisionTree,0.004010438919067383,dataset19
9,0.94,DecisionTree,0.0039577484130859375,dataset20
0,0.96,DecisionTree,0.002997875213623047,dataset21
1,0.98,DecisionTree,0.00400233268737793,dataset22
2,0.9,DecisionTree,0.0030050277709960938,dataset23
3,0.94,DecisionTree,0.003964900970458984,dataset24
4,0.94,DecisionTree,0.0039997100830078125,dataset25
5,0.96,DecisionTree,0.003000497817993164,dataset26
6,0.92,DecisionTree,0.0029997825622558594,dataset27
7,0.94,DecisionTree,0.004000663757324219,dataset28
8,0.98,DecisionTree,0.00299835205078125,dataset29
9,0.9,DecisionTree,0.0039997100830078125,dataset30
0,0.98,DecisionTree,0.004004955291748047,dataset31
1,0.98,DecisionTree,0.007034778594970703,dataset32
2,0.9,DecisionTree,0.0029997825622558594,dataset33
3,0.94,DecisionTree,0.0030078887939453125,dataset34
4,0.9,DecisionTree,0.00400090217590332,dataset35
5,0.96,DecisionTree,0.004000663757324219,dataset36
6,0.92,DecisionTree,0.004000663757324219,dataset37
7,0.94,DecisionTree,0.0030002593994140625,dataset38
8,0.96,DecisionTree,0.002960205078125,dataset39
9,0.94,DecisionTree,0.004035234451293945,dataset40
0,0.98,DecisionTree,0.003996610641479492,dataset41
1,0.98,DecisionTree,0.003970623016357422,dataset42
2,0.88,DecisionTree,0.004030942916870117,dataset43
3,0.94,DecisionTree,0.0039980411529541016,dataset44
4,0.94,DecisionTree,0.003009319305419922,dataset45
5,0.96,DecisionTree,0.0030040740966796875,dataset46
6,0.92,DecisionTree,0.004003286361694336,dataset47
7,0.88,DecisionTree,0.003976583480834961,dataset48
8,0.98,DecisionTree,0.004021406173706055,dataset49
9,0.9,DecisionTree,0.003999948501586914,dataset50
0,0.96,MultinomialNB,0.006993293762207031,dataset1
1,0.74,MultinomialNB,0.0039980411529541016,dataset2
2,0.5,MultinomialNB,0.004004001617431641,dataset3
3,0.84,MultinomialNB,0.003999233245849609,dataset4
4,0.56,MultinomialNB,0.004000663757324219,dataset5
5,0.62,MultinomialNB,0.003996133804321289,dataset6
6,0.98,MultinomialNB,0.004004240036010742,dataset7
7,0.92,MultinomialNB,0.0039997100830078125,dataset8
8,0.98,MultinomialNB,0.002996206283569336,dataset9
9,0.58,MultinomialNB,0.003999233245849609,dataset10
0,0.96,MultinomialNB,0.003999471664428711,dataset11
1,0.74,MultinomialNB,0.004033327102661133,dataset12
2,0.5,MultinomialNB,0.003998756408691406,dataset13
3,0.84,MultinomialNB,0.0049669742584228516,dataset14
4,0.56,MultinomialNB,0.0070345401763916016,dataset15
5,0.62,MultinomialNB,0.006006956100463867,dataset16
6,0.98,MultinomialNB,0.0049610137939453125,dataset17
7,0.92,MultinomialNB,0.008038520812988281,dataset18
8,0.98,MultinomialNB,0.006963968276977539,dataset19
9,0.58,MultinomialNB,0.00803065299987793,dataset20
0,0.96,MultinomialNB,0.004996776580810547,dataset21
1,0.74,MultinomialNB,0.003998279571533203,dataset22
2,0.5,MultinomialNB,0.0029981136322021484,dataset23
3,0.84,MultinomialNB,0.0030052661895751953,dataset24
4,0.56,MultinomialNB,0.005004167556762695,dataset25
5,0.62,MultinomialNB,0.003996610641479492,dataset26
6,0.98,MultinomialNB,0.003998279571533203,dataset27
7,0.92,MultinomialNB,0.004000186920166016,dataset28
8,0.98,MultinomialNB,0.004962921142578125,dataset29
9,0.58,MultinomialNB,0.00403594970703125,dataset30
0,0.96,MultinomialNB,0.004004240036010742,dataset31
1,0.74,MultinomialNB,0.005001068115234375,dataset32
2,0.5,MultinomialNB,0.004006385803222656,dataset33
3,0.84,MultinomialNB,0.003998517990112305,dataset34
4,0.56,MultinomialNB,0.003997087478637695,dataset35
5,0.62,MultinomialNB,0.004996061325073242,dataset36
6,0.98,MultinomialNB,0.003996372222900391,dataset37
7,0.92,MultinomialNB,0.004000186920166016,dataset38
8,0.98,MultinomialNB,0.004004716873168945,dataset39
9,0.58,MultinomialNB,0.003963947296142578,dataset40
0,0.96,MultinomialNB,0.004000186920166016,dataset41
1,0.74,MultinomialNB,0.004007816314697266,dataset42
2,0.5,MultinomialNB,0.004960060119628906,dataset43
3,0.84,MultinomialNB,0.004031658172607422,dataset44
4,0.56,MultinomialNB,0.004001140594482422,dataset45
5,0.62,MultinomialNB,0.00400543212890625,dataset46
6,0.98,MultinomialNB,0.003961086273193359,dataset47
7,0.92,MultinomialNB,0.00403904914855957,dataset48
8,0.98,MultinomialNB,0.003999471664428711,dataset49
9,0.58,MultinomialNB,0.003000974655151367,dataset50
