,accuracy,classifier_name,fit_time,dataset_name
0,0.9370904325032765,KNN-3,0.04796123504638672,dataset1
1,0.9475753604193972,KNN-3,0.05399966239929199,dataset2
2,0.9554390563564875,KNN-3,0.046998023986816406,dataset3
3,0.9488859764089121,KNN-3,0.050008296966552734,dataset4
4,0.9462647444298821,KNN-3,0.04599881172180176,dataset5
5,0.9357798165137615,KNN-3,0.04405331611633301,dataset6
6,0.9423328964613368,KNN-3,0.05694746971130371,dataset7
7,0.944954128440367,KNN-3,0.06000328063964844,dataset8
8,0.9423328964613368,KNN-3,0.05699419975280762,dataset9
9,0.9357798165137615,KNN-3,0.06000232696533203,dataset10
0,0.9370904325032765,KNN-3,0.05199551582336426,dataset11
1,0.9475753604193972,KNN-3,0.05599832534790039,dataset12
2,0.9554390563564875,KNN-3,0.048023223876953125,dataset13
3,0.9488859764089121,KNN-3,0.056955575942993164,dataset14
4,0.9462647444298821,KNN-3,0.047036170959472656,dataset15
5,0.9357798165137615,KNN-3,0.04399514198303223,dataset16
6,0.9423328964613368,KNN-3,0.054996490478515625,dataset17
7,0.944954128440367,KNN-3,0.0520021915435791,dataset18
8,0.9423328964613368,KNN-3,0.04900002479553223,dataset19
9,0.9357798165137615,KNN-3,0.04996752738952637,dataset20
0,0.9370904325032765,KNN-3,0.04799532890319824,dataset21
1,0.9475753604193972,KNN-3,0.05300426483154297,dataset22
2,0.9554390563564875,KNN-3,0.04499936103820801,dataset23
3,0.9488859764089121,KNN-3,0.051996469497680664,dataset24
4,0.9462647444298821,KNN-3,0.05200052261352539,dataset25
5,0.9357798165137615,KNN-3,0.050998687744140625,dataset26
6,0.9423328964613368,KNN-3,0.05803108215332031,dataset27
7,0.944954128440367,KNN-3,0.05100607872009277,dataset28
8,0.9423328964613368,KNN-3,0.05201268196105957,dataset29
9,0.9357798165137615,KNN-3,0.052002906799316406,dataset30
0,0.9370904325032765,KNN-3,0.04599738121032715,dataset31
1,0.9475753604193972,KNN-3,0.051989078521728516,dataset32
2,0.9554390563564875,KNN-3,0.04700016975402832,dataset33
3,0.9488859764089121,KNN-3,0.05237126350402832,dataset34
4,0.9462647444298821,KNN-3,0.04488348960876465,dataset35
5,0.9357798165137615,KNN-3,0.04401850700378418,dataset36
6,0.9423328964613368,KNN-3,0.04539775848388672,dataset37
7,0.944954128440367,KNN-3,0.04844188690185547,dataset38
8,0.9423328964613368,KNN-3,0.04752230644226074,dataset39
9,0.9357798165137615,KNN-3,0.04586958885192871,dataset40
0,0.9370904325032765,KNN-3,0.04048609733581543,dataset41
1,0.9475753604193972,KNN-3,0.04501533508300781,dataset42
2,0.9554390563564875,KNN-3,0.04082322120666504,dataset43
3,0.9488859764089121,KNN-3,0.04507303237915039,dataset44
4,0.9462647444298821,KNN-3,0.03918814659118652,dataset45
5,0.9357798165137615,KNN-3,0.04343247413635254,dataset46
6,0.9423328964613368,KNN-3,0.04435992240905762,dataset47
7,0.944954128440367,KNN-3,0.043967485427856445,dataset48
8,0.9423328964613368,KNN-3,0.04529619216918945,dataset49
9,0.9357798165137615,KNN-3,0.04401683807373047,dataset50
0,0.9515072083879423,W-KNN-3,0.02205061912536621,dataset1
